TargetType,InstructorName,CourseNumber,CourseName,QuestionKey,QuestionHeader,RawText,TextClean,Label
Course,,MTM210 Q,Introduction to User Experience Design,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I feel like I learned so much. This class had so much real world application. One of my favorite classes.,feel like learned much class much real world application one favorite classes,Positive
Course,,MTM210 Q,Introduction to User Experience Design,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Having me explore my creativity. Never been one for graphic nor user design so was a new experience.,explore creativity never one graphic nor user design new experience,Positive
Course,,MTM210 Q,Introduction to User Experience Design,q_e6a48d0e84,What aspects of this course would you like to see improved?,Sometimes it felt a bit too overwhelming in the pacing but I'm sure that simulate industry.,sometimes felt bit overwhelming pacing sure simulate industry,Positive
Course,,MTM210 Q,Introduction to User Experience Design,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked learning about the design process and the steps to development.,liked learning design process steps development,Neutral
Course,,MTM210 Q,Introduction to User Experience Design,q_e6a48d0e84,What aspects of this course would you like to see improved?,"Pacing was too slow at times and then too fast at others, and a few assignments felt like they added nothing to the class.",pacing slow times fast others assignments felt like added nothing class,Neutral
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Did a great job covering all the material in a friendly way, and backtracking when a student got stuck",great job covering material friendly way backtracking student got stuck,Positive
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,How well he went over the lessons,well went lessons,Positive
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He taught by example and allowed for us to experiment which was good for learning.,taught example allowed experiment good learning,Positive
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"This was the first class I've had with the teacher, and I like how he teaches you a good bit, but also makes you do a bit on your own as well.",first class teacher like teaches good bit also makes bit well,Positive
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I appreciated how the instructor taught the code by explaining all of it. Especially for us IS students who hadn't coded in over a year, I really never felt overwhelmed by the code which I have in some previous coding classes.",appreciated instructor taught code explaining especially students coded year really never felt overwhelmed code previous coding classes,Positive
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He gives time for people to catch up,gives time people catch,Positive
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,very clear and easy to learn from,clear easy learn,Positive
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I like how he makes the content engaging, and everyone can learn from it.",like makes content engaging everyone learn,Positive
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Class was face paced but still understandable and if anything was missed it was easy to get help from teacher/coach to cover it again,class face paced still understandable anything missed easy get help teacher coach cover,Positive
Instructor,Paul Fox,MTM282-SA Q,Interactive Web Development - Section A,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I appreciate basically everything about him he's like the perfect teacher. He is always there if you are struggling, he is always teaching something, and he posts due dates with good time values.",appreciate basically everything like perfect teacher always struggling always teaching something posts due dates good time values,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Covered EJS and express thoroughly. I'll be able to use it in the future,covered ejs express thoroughly able use future,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_e6a48d0e84,What aspects of this course would you like to see improved?,It would've been nice to cover user authentication and cookies,would nice cover user authentication cookies,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,Benjamin was the best coach I've ever had at Neumont,[person] best coach ever [org],Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,The curriculum was really good at increasing in difficulty as things continued.,curriculum really good increasing difficulty things continued,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_e6a48d0e84,What aspects of this course would you like to see improved?,"Maybe some of the assignments, but they've already been approved pretty darn well from the originals.",maybe assignments already approved pretty darn well originals,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_e6a48d0e84,What aspects of this course would you like to see improved?,If this is a required class I think it'd be beneficial to have all our coding classes within the same time. Last time we had taken a coding credit was a few quarters ago so I just wish there was some better planning on our classes instead of taking a class and not doing anything with it for 3 or 4 quarters then returning to it. It just doesn't seem beneficial.,required class think beneficial coding classes within time last time taken coding credit quarters ago wish better planning classes instead taking class not anything quarters returning seem beneficial,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It was a good experience and taught me a lot about how web applications work.,good experience taught lot web applications work,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked learning the back-end elements and connecting to MongoDB to store data.,liked learning back end elements connecting mongodb store data,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_e6a48d0e84,What aspects of this course would you like to see improved?,Not much. Maybe having like one more data persistence assignment before the final cause other just finishing the phase 3 we didnt have any full mongoDB assignment. Other than the small dal one we did.,not much maybe like one data persistence assignment final cause finishing phase didnt full mongodb assignment small dal one,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Timely pace subjects,timely pace subjects,Neutral
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked the amount of lab days we got and that there was always a coach in the class,liked amount lab days got always coach class,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_e6a48d0e84,What aspects of this course would you like to see improved?,I kind of wish it was longer and recorded. Because of the speed of it I missed a few things and even though I could go back over it with the coach the information didnt always stick properly,kind wish longer recorded speed missed things even though could back coach information didnt always stick properly,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,This courses assignments were great and I learned so much from it. I loved all the projects because they all had personal freedom to create and just made every assignment so fun.,courses assignments great learned much loved projects personal freedom create made every assignment fun,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_e6a48d0e84,What aspects of this course would you like to see improved?,I would have liked to learn membership because that sounds like such a cool concept.,would liked learn membership sounds like cool concept,Positive
Course,,MTM282-SA Q,Interactive Web Development - Section A,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,This class was so amazing and I loved it so much,class amazing loved much,Positive
Instructor,Paul Fox,MTM282-SB Q,Interactive Web Development - Section B,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I really like that he was willing to help and answer questions after hours. I also like how he gave me the demo code from class even though he said he wasn't going to give it to the class when I asked for help.,really like willing help answer questions hours also like gave demo code class even though said going give class asked help,Positive
Instructor,Paul Fox,MTM282-SB Q,Interactive Web Development - Section B,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I like how quickly work goes,like quickly work goes,Positive
Instructor,Paul Fox,MTM282-SB Q,Interactive Web Development - Section B,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I appreciated how Fox constantly prodded the class for questions, it made me feel like he really did care about all of us learning & succeeding. Every class I attended was fun thanks to Fox's teaching style.",appreciated [org] constantly prodded class questions made feel like really care learning succeeding every class attended fun thanks [org] teaching style,Positive
Instructor,Paul Fox,MTM282-SB Q,Interactive Web Development - Section B,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He was super helpful in making sure I was caught up and did not hesitate to help with tasks that didn't really connect to the class and more the broader topic of it.,super helpful making sure caught not hesitate help tasks really connect class broader topic,Positive
Instructor,Paul Fox,MTM282-SB Q,Interactive Web Development - Section B,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"He gave me help when I needed it, but also gave me enough space to have those personal learning moments.",gave help needed also gave enough space personal learning moments,Positive
Instructor,Paul Fox,MTM282-SB Q,Interactive Web Development - Section B,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I always love the way that Professor Fox breaks concepts down and demonstrates the topics that we are learning in the course. I always feel interested in what he is teaching, and the passion he shows for teaching always inspires curiosity and makes me want to dive deeper into the topics.",always love way professor [person] breaks concepts demonstrates topics learning course always feel interested teaching passion shows teaching always inspires curiosity makes want dive deeper topics,Positive
Instructor,Paul Fox,MTM282-SB Q,Interactive Web Development - Section B,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I liked how they gave in class demos but did not give the exact solution that we needed,liked gave class demos not give exact solution needed,Positive
Instructor,Paul Fox,MTM282-SB Q,Interactive Web Development - Section B,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Extremely knowledgeable and kind, keeps the class engaged with entertaining lessons and examples.",extremely knowledgeable kind keeps class engaged entertaining lessons examples,Positive
Instructor,Paul Fox,MTM282-SB Q,Interactive Web Development - Section B,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Was a good teacher, and responded pretty quickly to whatever question I had.",good teacher responded pretty quickly whatever question,Positive
Course,,MTM282-SB Q,Interactive Web Development - Section B,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I really liked how the class was 100% assignments and attendance had no wight on the grade. I already knew a good amount of the information from this course so class was not really needed, for me.",really liked class 100 assignments attendance wight grade already knew good amount information course class not really needed,Neutral
Course,,MTM282-SB Q,Interactive Web Development - Section B,q_e6a48d0e84,What aspects of this course would you like to see improved?,I don't think that the jokes api lab should be three parts. I think part one was pretty much not needed and if he wanted to brake that lab up just do part two and three.,think jokes api lab three parts think part one pretty much not needed wanted brake lab part two three,Neutral
Course,,MTM282-SB Q,Interactive Web Development - Section B,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I really liked how our labs weren't just the same thing that we've been doing in class. They gave me a good opportunity to figure things out for myself (which I love doing) and play around with things. I think the open-ended final project is a good idea, allowing everyone to make exactly what they want & see how the technologies they learned can be applied.",really liked labs thing class gave good opportunity figure things love play around things think open ended final project good idea allowing everyone make exactly want see technologies learned applied,Positive
Course,,MTM282-SB Q,Interactive Web Development - Section B,q_e6a48d0e84,What aspects of this course would you like to see improved?,"The only thing I'd really say could be improved is maybe some parts of the final. I really like how open-ended it was, but there were some sentiments that most projects were very similar to our final joke lab. I agree and think that students should be creative, but maybe there should be a hard requirement that it isn't the same sort of application as our joke lab? There is also a requirement on the rubric that states 'The project has sufficient depth and is useful', which I think is very subjective as it's worded right now. It's kind of hard to have specific requirements when everybody's doing a different project, but I'd like to not have to worry about if my project is in-depth enough.",thing really say could improved maybe parts final really like open ended sentiments projects similar final joke lab agree think students creative maybe hard requirement sort application joke lab also requirement rubric states project sufficient depth useful think subjective worded right kind hard specific requirements everybody different project like not worry project depth enough,Positive
Course,,MTM282-SB Q,Interactive Web Development - Section B,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I liked how we focused on setting up functional web pages, I liked how the web pages we are making are actually something you can use",liked focused setting functional web pages liked web pages making actually something use,Positive
Course,,MTM282-SB Q,Interactive Web Development - Section B,q_e6a48d0e84,What aspects of this course would you like to see improved?,I would like to have more time spent on doing general javascript and doing logic in javascript,would like time spent general javascript logic javascript,Positive
Course,,MTM282-SB Q,Interactive Web Development - Section B,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"Extremely relevant material to my future, the lessons were fair in complexity and time given for completion.",extremely relevant material future lessons fair complexity time given completion,Positive
Course,,MTM282-SB Q,Interactive Web Development - Section B,q_e6a48d0e84,What aspects of this course would you like to see improved?,"More time for the final assignment, with so many other finals in other classes at the same time, it's quite hard to focus on the final.",time final assignment many finals classes time quite hard focus final,Positive
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Honest, Blunt, holds you accountable as a student",honest [person] holds accountable student,Positive
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Explanations for why this course is taught and why it's at 8 am,explanations course taught,Neutral
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"A lot of the answers are Neutral because of the aforementioned lack of interaction. Due to basically never interacting with the instructor I have no real way of judging much in the way of personability.  However, I will note that assignments did have comments whenever they were graded, so the feedback is nice.",lot answers [org] aforementioned lack interaction due basically never interacting instructor real way judging much way personability however note assignments comments whenever graded feedback nice,Neutral
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He's willing to help if asked.,willing help asked,Positive
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,The instructor gave clear goals about what should be accomplished in the class and how this must be done to be successful,instructor gave clear goals accomplished class must done successful,Positive
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Beardall was very specific in what he wanted us to learn, which is a really good thing regarding this class.",beardall specific wanted learn really good thing regarding class,Positive
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I enjoyed how quickly he gave us feedback on our projects at the end of ech sprint,enjoyed quickly gave feedback projects end [org] sprint,Positive
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"He didnt teach us anything. Sits in the front of the class and does nothing. When grading, he picks the most little insignificant things to remove tons of points for, or says something that isn't true and removes points. Told us we need to be working together and communicating outside of the class but when we do work outside of the class instead of sitting in the classroom for an hour and a half, removes points from our grades.",didnt teach anything sits front class nothing grading picks little insignificant things remove tons points says something true removes points told need working together communicating outside class work outside class instead sitting classroom hour half removes points grades,Negative
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I appreciated how he made sure that we always knew what we were supposed to be working on during class.,appreciated made sure always knew supposed working class,Neutral
Instructor,Brett Beardall,PRO100-S2 2,Introductory Software Projects - Section 2,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,I rated him this way because I believe he was a little too hands off with his teaching and could have at least done check-ins more often.,rated way believe little hands teaching could least done check ins often,Neutral
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked having the ability to collaborate with my peers and create something we are all passionate about,liked ability collaborate peers create something passionate,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"A planning day is very beneficial towards proper Scrum/Agile use. The standup document. I loved having that much time to work on the class and that there was explicit mention of no work on this class outside it's hours. The random group people is a mixed bag of opinions, but the reasoning behind it is valid.",planning day beneficial towards proper scrum agile use standup document loved much time work class explicit mention work class outside hours random group people mixed bag opinions reasoning behind valid,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_e6a48d0e84,What aspects of this course would you like to see improved?,"Final review is misleading in that it asks for things to be changed for the next sprint, but their is no next sprint, making it look like this questions is a result of copying and pasting, rather than it asking 'hypnotically, if there was a next sprint, what would you change?'",final review misleading asks things changed next sprint next sprint making look like questions result copying pasting rather asking hypnotically next sprint would change,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Freedom to work on our own projects.,freedom work projects,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It was an enjoyable course to get more familiar with Git and test out the newfound skills with a software project,enjoyable course get familiar [person] test newfound skills software project,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_e6a48d0e84,What aspects of this course would you like to see improved?,"The course felt extremely rushed, as there was only 5 weeks rather than 10. Though the group should've planned for 5 weeks worth of content, it was difficult to keep the scope within the bounds. It would've been preferred to have the entire 10 weeks to work so the group can create and complete a project with much more substance to it",course felt extremely rushed weeks rather though group planned weeks worth content difficult keep scope within bounds would preferred entire weeks work group create complete project much substance,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"Absolute freedom in what to do in the course regarding projects. Meaning, if you were passionate about something, you truly cared about what this project meant to you.",absolute freedom course regarding projects meaning passionate something truly cared project meant,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_e6a48d0e84,What aspects of this course would you like to see improved?,"Starting examples. I feel like if we saw them, it would change our view and mindsets of what we need to show and expect instead of facing them at the end of friday every week.",starting examples feel like saw would change view mindsets need show expect instead facing end friday every week,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I like the random group assignments.,like random group assignments,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I would like to see fewer redundant assignments. Many of them felt very useless, for lack of a better word.",would like see fewer redundant assignments many felt useless lack better word,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I like that we were able to work on whatever we saw fit so long as we could feasibly have something big enough to deliver after three sprints. It was honestly a bit of a refresher.,like able work whatever saw fit long could feasibly something big enough deliver three sprints honestly bit refresher,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked that it was hands off and we could create practically anything that we wanted,liked hands could create practically anything wanted,Positive
Course,,PRO100-S2 2,Introductory Software Projects - Section 2,q_e6a48d0e84,What aspects of this course would you like to see improved?,I wish there were a few more check-ins just to make sure people were on track or if people were not showing up to class that the groups are handling that well.,wish check ins make sure people track people not showing class groups handling well,Positive
Instructor,Paul Fox,PRO150-SA2 2,Web-Based Software Projects - Section A2,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"Due to this being a PRO class, I received a minimal amount of teaching or instruction from him. I would have appreciated feedback with every week to know how I could have improved.",due pro class received minimal amount teaching instruction would appreciated feedback every week know could improved,Negative
Instructor,Paul Fox,PRO150-SA2 2,Web-Based Software Projects - Section A2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,There wasnt much teaching in this course. I dont have anything valuable here as it is a project course.,wasnt much teaching course dont anything valuable project course,Positive
Course,,PRO150-SA2 2,Web-Based Software Projects - Section A2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It was fun to work with emerging web tools.,fun work emerging web tools,Positive
Course,,PRO150-SA2 2,Web-Based Software Projects - Section A2,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I would see the grading scale completely changed in order to provide more impactful and meaningful feedback. In addition, I would make it so that 40% of my grade wasn't behind 4 points that drastically change the grading of the class. I would also make it so that this class requires both CSC260 AND CSC280 in order to ensure that all students have the necessary prerequisite knowledge.",would see grading scale completely changed order provide impactful meaningful feedback addition would make grade behind points drastically change grading class would also make class requires csc260 csc280 order ensure students necessary prerequisite knowledge,Negative
Course,,PRO150-SA2 2,Web-Based Software Projects - Section A2,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,This course was so stressful that I had multiple anxiety attacks as a direct result of it.,course stressful multiple anxiety attacks direct result,Negative
Course,,PRO150-SA2 2,Web-Based Software Projects - Section A2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"This structure of the class with the online workdays is great with the right group. If you don't have competent classmates, it leads to failure. My group was fortunate to not have that issue, but the other group suffered from that. If this structure is used again, I would as the instructor take a more personal interest in groups I deem as problematic. So that the people who are doing the work dont have their grade suffer. I understand this might take away the purpose of this class as it is a project class. But some way to encourage the less productive students, checking in on them more regularly. Some end up just needing the extra encouragement, others might need to learn that there are more serious consequences. As the 'boss' role negative feedback can be a teachable moment.",structure class online workdays great right group competent classmates leads failure group fortunate not issue group suffered structure used would instructor take personal interest groups deem problematic people work dont grade suffer understand might take away purpose class project class way encourage less productive students checking regularly end needing extra encouragement others might need learn serious consequences boss role negative feedback teachable moment,Positive
Course,,PRO150-SA2 2,Web-Based Software Projects - Section A2,q_e6a48d0e84,What aspects of this course would you like to see improved?,My previous comment puts it all together.,previous comment puts together,Positive
Instructor,Adrian Ordonez,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He was really knowledgeable about how the industry works and helped our team come up with strategies to make sure our project was a success,really knowledgeable industry works helped team come strategies make sure project success,Positive
Instructor,Adrian Ordonez,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,The instructor provided advice and guidance on the project if necessary.,instructor provided advice guidance project necessary,Neutral
Instructor,Adrian Ordonez,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He was very open on communication and was very understanding on issues that arrived.,open communication understanding issues arrived,Positive
Instructor,Adrian Ordonez,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I appreciated that he actually cared about our work and wanted to be involved within our group's stand-ups.,appreciated actually cared work wanted involved within group stand ups,Positive
Instructor,Adrian Ordonez,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"We weren't really taught by the instructor, we more-so took the leads into our own hands.",really taught instructor took leads hands,Neutral
Instructor,Adrian Ordonez,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Good hands off teaching and guidance when needed,good hands teaching guidance needed,Positive
Instructor,Adrian Ordonez,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Seeing as this is a projects class, there was less teaching than in a traditional class. Professor Ordonez was professional in matters where important, and casual and approachable for the rest of the time in class. He's fun to talk to and he fits in well.",seeing projects class less teaching traditional class professor [person] professional matters important casual approachable rest time class fun talk fits well,Positive
Instructor,Adrian Ordonez,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He provided us with real world examples of things that people in industry use to manage team-based projects.,provided real world examples things people industry use manage team based projects,Neutral
Instructor,Adrian Ordonez,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I enjoyed how relatable they are and the optimism.,enjoyed relatable optimism,Positive
Course,,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I appreciated the ability to work on a project and solve our own problems, but receive guidance when necessary.",appreciated ability work project solve problems receive guidance necessary,Positive
Course,,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_e6a48d0e84,What aspects of this course would you like to see improved?,I would like to have a bit more direction at the start of the project for what we should create.,would like bit direction start project create,Positive
Course,,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I did not like this course.,not like course,Neutral
Course,,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_e6a48d0e84,What aspects of this course would you like to see improved?,Maybe a solid 'What to do:' or at least a group of ideas that the instructor can actually give pointers on. I don't like being let loose with little instruction.,maybe solid least group ideas instructor actually give pointers like let loose little instruction,Neutral
Course,,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,Half a quarter to learn something brand new and slap together a project is not enough time.,half quarter learn something brand new slap together project not enough time,Neutral
Course,,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked having an opportunity to learn a framework that is frequently used in industry alongside others.,liked opportunity learn framework frequently used industry alongside others,Positive
Course,,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_e6a48d0e84,What aspects of this course would you like to see improved?,I don't see any way to improve this course.,see way improve course,Positive
Course,,PRO150-SB2 2,Web-Based Software Projects - Section B2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I enjoyed the self learning and the chance to test what I have learned.,enjoyed self learning chance test learned,Neutral
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I like that the professor has all this experience since he's been working in industry for years.,like professor experience since working industry years,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I really appreciated how he related what we're working on in class to actually working in industry. The short stories that he'd tell us were both entertaining and informative, which I enjoyed. I also like how he was very understanding about our situations. I liked how professionalism wouldn't take a hit as long as you let him know beforehand.",really appreciated related working class actually working industry short stories tell entertaining informative enjoyed also like understanding situations liked professionalism take hit long let know beforehand,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I appreciated the work beyond the classroom that they put in. They had a good amount of insight into the industry, and was upfront about their experience in it. They were also very kind and supportive in the process, while also not shying away from correcting mistakes as they crop up.",appreciated work beyond classroom put good amount insight industry upfront experience also kind supportive process also not shying away correcting mistakes crop,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I enjoyed his insights into his experiences in the industry. It is clear he is here for the love of his field and not the pay teaching this class brings. He is a great motivator and an excellent source of wisdom for my future.,enjoyed insights experiences industry clear love field not pay teaching class brings great motivator excellent source wisdom future,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,i liked the ways that you answered asked questions,liked ways answered asked questions,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I liked how the groups were managed and made, and I especially liked how closely related it was to the industry work style.",liked groups managed made especially liked closely related industry work style,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I like that he doesn't micromanage but is still there to answer any question,like micromanage still answer question,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Despite the previous professor leaving and you having to take over, I can see the benefits that you brought to the class. Your intentions were clear, and I appreciate you dropping in and fulfilling the work placed by another professor.",despite previous professor leaving take see benefits brought class intentions clear appreciate dropping fulfilling work placed another professor,Positive
